symbol,date,open,high,low,close,volume,symbol_encoded,year,month,day
ABC,2015-01-14,0.016263262901183278,0.02561826847630991,0.017095820166111615,92.1,-0.33350919478132884,4,2015,1,14
ABT,2015-01-14,-0.7364543798864166,-0.7364025233426368,-0.7368941343634506,44.28,0.010899535955034192,5,2015,1,14
ACN,2015-01-14,-0.013762393123444015,-0.027016646204401366,-0.024756601227621106,88.78,-0.2998399185676576,6,2015,1,14
ADBE,2015-01-14,-0.32775409389162186,-0.32954885851335464,-0.3321052710765767,69.99,-0.3400056287526387,7,2015,1,14
ADI,2015-01-14,-0.5906382950434124,-0.5815009726306334,-0.5914610098292444,53.51,-0.2867965373564085,8,2015,1,14
ADM,2015-01-14,-0.6824720834166078,-0.6821869805934355,-0.6897091650701304,47.45,-0.1335271642770897,9,2015,1,14
ADP,2015-01-14,-0.11693565797402541,-0.11474150400558705,-0.10603755860618301,83.735,-0.3520200359732866,10,2015,1,14
ADSK,2015-01-14,-0.540009928235929,-0.539456266008804,-0.5434680787329564,56.41,-0.3937031932562685,12,2015,1,14
ADS,2015-01-14,3.1226409739597063,3.107052687997231,3.065858887484853,281.37,-0.4568516388697629,11,2015,1,14
AEE,2015-01-14,-0.7238372159186212,-0.7198059286234935,-0.7200885288617201,45.63,-0.39357321290542113,13,2015,1,14
AEP,2015-01-14,-0.4582379288497098,-0.4492024032980348,-0.4544306880459036,62.76,-0.2800753327029959,14,2015,1,14
AES,2015-01-14,-1.2374675870633105,-1.2342213335135084,-1.2396079681700234,13.14,-0.09501672134279004,15,2015,1,14
AET,2015-01-14,-0.014401236868648953,-0.0055201044729397,-0.01344513598607169,89.89,-0.2615876545619088,16,2015,1,14
AFL,2015-01-14,-0.5302675611215553,-0.5260209274266405,-0.5261776961494453,57.55,-0.31997992403373865,17,2015,1,14
AGN,2015-01-14,2.8062536091470105,2.815584872167707,2.8270253785275683,266.42,-0.3389253396954932,18,2015,1,14
AIG,2015-01-14,-0.6288092088194015,-0.6292359402990263,-0.6312127305352608,51.38,0.578996254343258,19,2015,1,14
AAL,2015-01-15,-0.6590744312484808,-0.6456744722113206,-0.6617536866874442,49.41,0.41480879905873175,0,2015,1,15
AAPL,2015-01-15,0.3130061825488303,0.2973282334497115,0.2767747436399663,106.82,4.834881232787894,2,2015,1,15
AAP,2015-01-15,0.9705361073009092,0.9580307660784602,0.942050492203663,148.02,-0.42914898638306337,1,2015,1,15
ABBV,2015-01-15,-0.4216641244367329,-0.42897036402136496,-0.43083820339924345,62.89,0.03612846369740272,3,2015,1,15
ABC,2015-01-15,-0.33382310947106775,-0.3347649311393713,-0.3317820863553897,91.4,-0.3902955521185633,4,2015,1,15
ABT,2015-01-15,-0.7331004502240912,-0.7362444605357876,-0.7373789114452314,43.95,-0.16243206819263448,5,2015,1,15
ACN,2015-01-15,-0.022227072747408132,-0.0339714097057568,-0.030089149127208635,88.17,-0.34914897581786636,6,2015,1,15
ADBE,2015-01-15,-0.29852699254850057,-0.30821037958874203,-0.3130373725265365,70.29,-0.25874830996844994,7,2015,1,15
ADI,2015-01-15,-0.5861663888269786,-0.5856106056087069,-0.595662411204677,52.73,-0.33437112753968956,8,2015,1,15
ADM,2015-01-15,-0.6877425443145477,-0.687244990412603,-0.6897091650701304,47.21,-0.13228972282865245,9,2015,1,15
ADP,2015-01-15,-0.10431849400622976,-0.10920930576587251,-0.10022023362481478,83.7,-0.3838572930404018,10,2015,1,15
ADSK,2015-01-15,-0.5433638578982545,-0.5473594063512531,-0.548800626632544,55.71,-0.41106167266741017,12,2015,1,15
ADS,2015-01-15,3.059235732248126,3.093775412221917,3.06569729512426,279.65,-0.4809413008639229,11,2015,1,15
AEE,2015-01-15,-0.7132962941227412,-0.7130092279289872,-0.7115241337502614,46.05,-0.39157067806899404,13,2015,1,15
AEP,2015-01-15,-0.44082943679287806,-0.4403508861144917,-0.436170751298831,63.16,-0.2792528662197725,14,2015,1,15
AES,2015-01-15,-1.2337942355283826,-1.2309020145696796,-1.2354065667945906,13.1,0.15768218572667742,15,2015,1,15
AET,2015-01-15,0.003326677060785281,-0.0022007855291111583,0.007561870891091377,90.5,-0.296265681640998,16,2015,1,15
AFL,2015-01-15,-0.5278718970770371,-0.5212790432211709,-0.5208451482498577,57.36,-0.3076855111635271,17,2015,1,15
AGN,2015-01-15,2.8204678824778178,2.80736560621156,2.803917670962689,263.75,-0.28270015180992947,18,2015,1,15
AIG,2015-01-15,-0.6232193260488591,-0.6276553122305365,-0.6328286541411965,50.4,0.206017593042403,19,2015,1,15
AAL,2015-01-16,-0.655161513309101,-0.6524711729058268,-0.6667630498658444,49.81,0.6445084892981048,0,2015,1,16
AAPL,2015-01-16,0.26557203446737115,0.25812865735116364,0.25318225899330626,105.99,6.48296339417784,2,2015,1,16
AAP,2015-01-16,0.919907740493426,0.9317923401415286,0.9318717894098741,150.0,-0.4424723732438761,1,2015,1,16
ABBV,2015-01-16,-0.4384337727483599,-0.42090916087206676,-0.43455482769289533,64.54,0.21046774964660298,3,2015,1,16
ABC,2015-01-16,0.011791356684749397,0.01913769339550144,0.01321760351186597,92.42,-0.3743401299695842,4,2015,1,16
ABT,2015-01-16,-0.7442802157651759,-0.7381412142179755,-0.7402875739359155,44.49,-0.10506387283526007,5,2015,1,16
ACN,2015-01-16,-0.0423506507213606,-0.035393974967397476,-0.03202825745433146,88.89,-0.2749415988321394,6,2015,1,16
ADBE,2015-01-16,-0.3253584298471036,-0.3066297515202523,-0.31513807321425275,71.73,-0.3000732417608511,7,2015,1,16
ADI,2015-01-16,-0.6059705449283286,-0.5926444005134867,-0.603095659791981,53.69,-0.3336901338440917,8,2015,1,16
ADM,2015-01-16,-0.6915756067857768,-0.687403053219452,-0.6889012032671626,47.68,-0.2309442745898626,9,2015,1,16
ADP,2015-01-16,-0.10926953303156729,-0.10446742156040308,-0.10296730375490536,84.57,-0.31021553993920525,10,2015,1,16
ADSK,2015-01-16,-0.5559810218660499,-0.5421433337252367,-0.5497055438518679,56.85,-0.4214432629789899,12,2015,1,16
ADS,2015-01-16,3.0234604825166547,3.1415103798903097,3.0623038555517956,289.55,-0.47247262219963226,11,2015,1,16
AEE,2015-01-16,-0.7085049660337049,-0.7062125272344809,-0.7066763629324545,46.54,-0.42325746439410694,13,2015,1,16
AEP,2015-01-16,-0.43460071027713093,-0.43703156717066305,-0.43261571936577264,63.57,-0.30370912803828964,14,2015,1,16
AES,2015-01-16,-1.2339539464646838,-1.2306649203594062,-1.2345986049916229,13.37,0.06053314318340396,15,2015,1,16
AET,2015-01-16,0.0010907239525683404,0.021982823918783242,0.012086456987711143,92.56,-0.24600123763103104,16,2015,1,16
AFL,2015-01-16,-0.5288301626948444,-0.5223854828691138,-0.522945848937574,58.18,-0.3472762431549722,17,2015,1,16
AGN,2015-01-16,2.7561043751484307,2.813688118485519,2.7956118236281795,268.66,-0.3247183715326214,18,2015,1,16
AIG,2015-01-16,-0.6419055055961006,-0.6339778245044958,-0.6379996096801904,51.11,0.20851938071375037,19,2015,1,16
AAL,2015-01-20,-0.6292883416283052,-0.6072652101470177,-0.6398660014450461,52.75,0.8386621616713388,0,2015,1,20
AAPL,2015-01-20,0.27850862030776913,0.2800472267769122,0.2741892658704693,108.72,3.933830625028114,2,2015,1,20
AAP,2015-01-20,0.9524887714988726,0.9720983558880194,0.9520692185604634,152.66,-0.42777969372197766,1,2015,1,20
ABBV,2015-01-20,-0.4047347651888047,-0.41031895281318487,-0.4327773117263662,63.45,0.29593165664622084,3,2015,1,20
ABC,2015-01-20,0.041657301773075625,0.03431172285300393,0.03002320901359656,92.44,-0.4065636754542965,4,2015,1,20
ABT,2015-01-20,-0.7303853643069707,-0.7349799580809958,-0.7375405038058248,44.22,-0.05196213327094976,5,2015,1,20
ACN,2015-01-20,-0.024143603983022715,-0.028913399886589232,-0.026049340112369576,88.62,-0.3036332245023596,6,2015,1,20
ADBE,2015-01-20,-0.29724930505809066,-0.30441687222436653,-0.3062504933816068,71.49,-0.36807078298546425,7,2015,1,20
ADI,2015-01-20,-0.5783405529482194,-0.5778655280731069,-0.5795031751453208,54.39,-0.3521670322576582,8,2015,1,20
ADM,2015-01-20,-0.6901382083590659,-0.6919868746180725,-0.6942337511667501,47.2,-0.03417531559601499,9,2015,1,20
ADP,2015-01-20,-0.08898624412131377,-0.09529977876316209,-0.09278698503751077,84.97,-0.37162158959528163,10,2015,1,20
ADSK,2015-01-20,-0.5291495845674468,-0.5343982561896365,-0.5365196072274333,57.1,-0.4069851538914856,12,2015,1,20
ADS,2015-01-20,-0.33382310947106775,-0.3347649311393713,-0.3317820863553897,293.28,-0.4782687302367329,11,2015,1,20
AEE,2015-01-20,-0.6970057786200179,-0.7024190198701054,-0.7086154712595772,46.26,-0.33017718991358214,13,2015,1,20
AEP,2015-01-20,-0.4216641244367329,-0.4299187408624589,-0.42841431799033997,63.53,-0.3105214703880126,14,2015,1,20
AES,2015-01-20,-1.2291626183756477,-1.2290842922909164,-1.237830452203494,13.09,0.0827567541639595,15,2015,1,20
AET,2015-01-20,0.0359077080662321,0.026092456896856877,0.026791361801725266,91.98,-0.3032725045293774,16,2015,1,20
AFL,2015-01-20,-0.33382310947106775,-0.3347649311393713,-0.3317820863553897,58.01,-0.3328978684156574,17,2015,1,20
AGN,2015-01-20,2.8524100697380597,2.827882158540558,2.84932512428948,269.01,-0.2957874537291757,18,2015,1,20
AIG,2015-01-20,-0.6241775916666664,-0.6282875634579324,-0.634121393025945,50.65,0.2271024728066932,19,2015,1,20
AAL,2015-01-21,-0.6029360371386056,-0.5887718617456866,-0.6072970611674136,53.67,0.6359752213573479,0,2015,1,21
AAPL,2015-01-21,0.29623653423720336,0.31313451413460974,0.3027911136955298,109.55,3.815876352015485,2,2015,1,21
AAP,2015-01-21,0.9916179508926691,0.9931997406023587,1.010565653095333,153.35,-0.4483257652875531,1,2015,1,21
ABBV,2015-01-21,-0.43603810870384174,-0.4394025092733978,-0.4403721526742636,62.7,0.19919776724547567,3,2015,1,21
ABC,2015-01-21,0.03159551278609928,0.027673084965346616,0.03825633978583861,92.78,-0.3752348473537927,4,2015,1,21
ABT,2015-01-21,-0.7417248407843565,-0.742883098423445,-0.7419034975418511,44.06,-0.03700699856495511,5,2015,1,21
ACN,2015-01-21,-0.032767994543288124,-0.04140036162765898,-0.029119594963647223,88.34,-0.32987731749346405,6,2015,1,21
ADBE,2015-01-21,-0.307311094045067,-0.3059975002928563,-0.30964393295407155,71.54,-0.3524044535290826,7,2015,1,21
ADI,2015-01-21,-0.5775419982667133,-0.5750203975498251,-0.5771116082085361,54.58,-0.37047011870103747,8,2015,1,21
ADM,2015-01-21,-0.6915756067857768,-0.6829772946276805,-0.688691133198391,47.7,-0.15642695816575458,9,2015,1,21
ADP,2015-01-21,-0.09329843940144636,-0.09640621841110486,-0.08777762185911053,84.56,-0.3575726647102736,10,2015,1,21
ADSK,2015-01-21,-0.536975420446206,-0.5225435456759628,-0.5341765179988266,57.55,-0.3632489485034471,12,2015,1,21
ADS,2015-01-21,3.2400285121410946,3.253576909946238,3.2751209944535162,294.92,-0.4633341750105503,11,2015,1,21
AEE,2015-01-21,-0.7070675676069941,-0.7068447784618769,-0.7078075094566094,46.46,-0.3894090308908168,13,2015,1,21
AEP,2015-01-21,-0.43156620248740785,-0.4267574847254792,-0.4295454645144949,64.14,-0.2906284186796758,14,2015,1,21
AES,2015-01-21,-1.2366690323818044,-1.233351988075839,-1.2384768216458684,13.2,-0.038666363893867454,15,2015,1,21
AET,2015-01-21,0.03814366117444904,0.06055014878993503,0.0395571582886168,94.74,-0.2655880916245889,16,2015,1,21
AFL,2015-01-21,-0.5208446158797839,-0.5220693572554159,-0.5182596704803607,58.1,-0.25607680840514624,17,2015,1,21
AGN,2015-01-21,2.843625968241493,2.934391200307677,2.887137736668373,275.77,-0.18877602956845446,18,2015,1,21
AIG,2015-01-21,-0.6380724431248715,-0.6348471699421652,-0.6379996096801904,50.83,0.13227998054606477,19,2015,1,21
AAL,2015-01-22,-0.5730700920502794,-0.5600044308991717,-0.5756249584910754,55.59,0.9316449731608925,0,2015,1,22
AAPL,2015-01-22,0.3171586668926618,0.3354213699003163,0.3262220059815964,112.4,4.280964755965384,2,2015,1,22
AAP,2015-01-22,1.0221227397262,1.0490749428234742,1.0401370550839553,156.54,-0.44586380024597183,1,2015,1,22
ABBV,2015-01-22,-0.43444099934082964,-0.4394025092733978,-0.44683584709800606,62.98,0.28491709142527133,3,2015,1,22
ABC,2015-01-22,0.045170942371702216,0.04703577880434693,0.03907238120683609,94.15,-0.3654819556960374,4,2015,1,22
ABT,2015-01-22,-0.7356558252049106,-0.7378250886042775,-0.738994835051167,44.49,-0.036926106064222135,5,2015,1,22
ACN,2015-01-22,-0.026858689900143305,-0.02670052059070346,-0.02556456303058887,89.5,-0.2749894394410531,6,2015,1,22
ADBE,2015-01-22,-0.2954924847587774,-0.2781784462874352,-0.3010795378426127,73.48,-0.31760473134426526,7,2015,1,22
ADI,2015-01-22,-0.5700355842605564,-0.576759088425164,-0.5867748313720311,54.75,-0.28399879716585963,8,2015,1,22
ADM,2015-01-22,-0.6773613334549691,-0.6761805939331742,-0.6787208845497681,48.08,-0.1065116526033345,9,2015,1,22
ADP,2015-01-22,-0.08627115820419318,-0.07048391808787166,-0.08939354546504606,86.61,-0.3352889188861115,10,2015,1,22
ADSK,2015-01-22,-0.5192475065167719,-0.5155887821746076,-0.5261259865940553,58.27,-0.36895347340095136,12,2015,1,22
ADS,2015-01-22,3.2676585041212043,3.2283263765521135,3.2379547515169977,294.43,-0.46828322809504175,11,2015,1,22
AEE,2015-01-22,-0.6987625989193312,-0.7025770826769544,-0.7040908851629575,46.3,-0.40031321526550184,13,2015,1,22
AEP,2015-01-22,-0.41272031200386516,-0.42075109806521793,-0.4179108145517584,64.08,-0.3384373120313795,14,2015,1,22
AES,2015-01-22,-1.2320374152290694,-1.231929422814198,-1.2393655796291327,12.92,-0.07829736395836465,15,2015,1,22
AET,2015-01-22,0.08174474678467904,0.07746286912277632,0.07268359221029705,96.11,-0.31054311893171094,16,2015,1,22
AFL,2015-01-22,-0.5117410925106151,-0.5059469509568196,-0.5092104982871212,59.15,-0.346919621260221,17,2015,1,22
AGN,2015-01-22,2.9626106157858936,2.9711186741071063,2.974882388470678,278.01,-0.2818969284766602,18,2015,1,22
AIG,2015-01-22,-0.6248164354118713,-0.6151683504894668,-0.6249106284721119,52.28,0.5440269964437987,19,2015,1,22
AAL,2015-01-23,-0.5590155296557731,-0.5574754259895881,-0.5612432383982483,55.69,0.3336613265888643,0,2015,1,23
AAPL,2015-01-23,0.34973969789810844,0.3556534091769861,0.35547022324903127,112.98,3.62780404955969,2,2015,1,23
AAP,2015-01-23,1.0634878722282135,1.0558716435179805,1.0520948897678786,155.78,-0.45060135685828256,1,2015,1,23
ABBV,2015-01-23,-0.42709429627097406,-0.43608319032956927,-0.43924100615010864,62.43,0.10133957899093077,3,2015,1,23
ABC,2015-01-23,0.06353770004634116,0.06181465124472687,0.07704658594632316,94.73,-0.3464427296782567,4,2015,1,23
ABT,2015-01-23,-0.7334198720966937,-0.7392476538659184,-0.7386716503299798,43.86,0.0823473917841489,5,2015,1,23
ACN,2015-01-23,-0.014241525932347662,-0.021010259544140087,-0.006335072119954981,89.22,-0.3387880540747559,6,2015,1,23
ADBE,2015-01-23,-0.2708970005683913,-0.26632373577376145,-0.2661755879544033,74.06,-0.3467196172248184,7,2015,1,23
ADI,2015-01-23,-0.5676399202160383,-0.5735978322881843,-0.5699692258703007,54.51,-0.3388284112364652,8,2015,1,23
ADM,2015-01-23,-0.6786390209453789,-0.678867661649607,-0.6782361074679875,47.87,-0.24612533813050355,9,2015,1,23
ADP,2015-01-23,-0.05991885371449354,-0.06431946862076132,-0.05078913051924407,86.85,-0.32566698755443274,10,2015,1,23
ADSK,2015-01-23,-0.33382310947106775,-0.3347649311393713,-0.3317820863553897,58.19,-0.40363007506152543,12,2015,1,23
ADS,2015-01-23,3.257277293261626,3.2995731867392926,3.275444179174704,298.54,-0.4733147772760957,11,2015,1,23
AEE,2015-01-23,-0.7021165285816566,-0.7028916276625838,-0.6986985480899502,46.33,-0.422574154393422,13,2015,1,23
AEP,2015-01-23,-0.415595108857287,-0.41648340228029523,-0.41063915832504805,64.52,-0.32835372327811674,14,2015,1,23
AES,2015-01-23,-1.237307876127009,-1.2366713070196675,-1.241870261218333,12.68,0.17126624599844242,15,2015,1,23
AET,2015-01-23,0.08845260610932987,0.07904349719126606,0.07930887899463304,94.48,-0.3334032683679241,16,2015,1,23
AFL,2015-01-23,-0.49832537386131337,-0.5062630765705176,-0.4982222177667589,58.73,-0.3803213642363359,17,2015,1,23
AGN,2015-01-23,2.9905600296386052,2.9872410804057026,3.026268759139431,279.12,-0.2696696884539736,18,2015,1,23
AIG,2015-01-23,-0.6094841855269552,-0.6146941620689199,-0.6147303097547174,51.51,-0.04506266221449019,19,2015,1,23
AAL,2015-01-26,-0.5511896937770138,-0.5539980442389104,-0.5623743849224033,55.45,0.6779992318427575,0,2015,1,26
AAPL,2015-01-26,0.37273807272548254,0.36533633672455484,0.3759924530444136,113.1,4.442978715280326,2,2015,1,26
AAP,2015-01-26,1.0436837161268633,1.0748391803398583,1.070031641793764,159.23,-0.45686785300537236,1,2015,1,26
ABBV,2015-01-26,-0.4494538273531434,-0.44588308435420615,-0.45006769430987736,62.83,0.21715706056073977,3,2015,1,26
ABC,2015-01-26,0.07104411405249798,0.07303711053100478,0.07704658594632316,95.85,-0.32482420885736896,4,2015,1,26
ABT,2015-01-26,-0.7452384813829831,-0.7437239925558815,-0.7451353447537222,44.15,-0.12181352036313174,5,2015,1,26
ACN,2015-01-26,-0.021747939938504483,-0.03239078163726684,-0.02087838457337569,89.08,-0.33371311871764797,6,2015,1,26
ADBE,2015-01-26,-0.2841530082813916,-0.2860815866298843,-0.28847533371631484,72.74,-0.1915304726716066,7,2015,1,26
ADI,2015-01-26,-0.5709938498783638,-0.5740720207087313,-0.5738474425245461,54.66,-0.3922058801947937,8,2015,1,26
ADM,2015-01-26,-0.6823123724803066,-0.6753902798989292,-0.6792056616315488,48.29,-0.23124967050672676,9,2015,1,26
ADP,2015-01-26,-0.066307291166542,-0.06886219368960117,-0.06531628373660535,86.57,-0.3755936073763166,10,2015,1,26
ADSK,2015-01-26,-0.5130187800010246,-0.5174839552287269,-0.5187444475621413,58.23,-0.4354316966657626,12,2015,1,26
ADS,2015-01-26,3.3053502850882897,3.3182245979474727,3.327638511646424,300.65,-0.4731193167622101,11,2015,1,26
AEE,2015-01-26,-0.7073869894795966,-0.7106382858262524,-0.707969101817203,46.21,-0.39157147986690877,13,2015,1,26
AEP,2015-01-26,-0.33382310947106775,-0.3347649311393713,-0.3317820863553897,64.57,-0.35105164226957797,14,2015,1,26
AES,2015-01-26,-1.2414603604708407,-1.241097065611439,-1.2451021084302043,12.73,-0.09455069857700349,15,2015,1,26
AET,2015-01-26,0.06146145787442551,0.05264542781941735,0.06121053460815398,94.24,-0.3493597595807895,16,2015,1,26
AFL,2015-01-26,-0.507908030039386,-0.5067372649910645,-0.5038520956098387,59.02,-0.38622108238175423,17,2015,1,26
AGN,2015-01-26,3.012121006039269,3.0639015417274584,3.0273999056635854,285.02,-0.2871013096526723,18,2015,1,26
AIG,2015-01-26,-0.6241775916666664,-0.6271811238099895,-0.622648335423802,51.21,0.5715529861232806,19,2015,1,26
AAL,2015-01-27,-0.5815347716742435,-0.5805525957895395,-0.5977631118923934,52.695,1.2532250918456893,0,2015,1,27
AAPL,2015-01-27,0.351656229133723,0.33557943270716534,0.31507213310064064,109.14,8.002406434454485,2,2015,1,27
AAP,2015-01-27,1.0810560752213463,1.0791859075282053,1.0881299861802431,159.03,-0.4634793004331208,1,2015,1,27
ABBV,2015-01-27,-0.44833585079903493,-0.4386121952391529,-0.44166489155901206,63.1,0.070269018907635,3,2015,1,27
ABC,2015-01-27,0.0761548640141368,0.08283700455564157,0.08359107655036246,95.92,-0.2681141114106933,4,2015,1,27
ABT,2015-01-27,-0.7430025282747662,-0.7465975743843961,-0.7449737523931288,43.68,-0.07978202643051778,5,2015,1,27
ACN,2015-01-27,-0.03915643199533636,-0.046300308639977486,-0.057075073346333584,86.16,-0.18303373108029955,6,2015,1,27
ADBE,2015-01-27,-0.29852699254850057,-0.2985685483709541,-0.2984940600731158,71.46,-0.3514466613755802,7,2015,1,27
ADI,2015-01-27,-0.582652748228352,-0.5870331708703479,-0.5886331435188572,53.37,-0.3367760758406661,8,2015,1,27
ADM,2015-01-27,-0.6778404662638727,-0.6733354634098926,-0.6751658526167098,48.28,-0.22504865452267525,9,2015,1,27
ADP,2015-01-27,-0.0749316817268074,-0.0760161163275862,-0.07678934133874818,85.63,-0.36047704402348474,10,2015,1,27
ADSK,2015-01-27,-0.5245179674147117,-0.5293086338090993,-0.5492854037143247,56.15,-0.3367742940675222,12,2015,1,27
ADS,2015-01-27,3.314932941266362,3.2908797323625985,3.3009757721484867,294.75,-0.48040026544877823,11,2015,1,27
AEE,2015-01-27,-0.7078661222885002,-0.7046318991659911,-0.703121330999396,46.21,-0.402881195809145,13,2015,1,27
AEP,2015-01-27,-0.41511597604838335,-0.4178111298578267,-0.4093464194402996,64.25,-0.26792934153567105,14,2015,1,27
AES,2015-01-27,-1.2419394932797443,-1.2401486887703452,-1.2439709619060495,12.73,-0.19644843381473706,15,2015,1,27
AET,2015-01-27,0.0512399579511481,0.04822124985571435,0.05862505683865704,93.7,-0.3761443534550955,16,2015,1,27
AFL,2015-01-27,-0.5091857175297956,-0.5113210863896851,-0.507432982320592,58.51,-0.3481313160867289,17,2015,1,27
AGN,2015-01-27,3.0558818025858008,3.0398744144583456,3.079432645774713,280.2,-0.2756562680401569,18,2015,1,27
AIG,2015-01-27,-0.6334408259721366,-0.6372971434483244,-0.6349293548289127,50.47,0.22208597960870521,19,2015,1,27
AAL,2015-01-28,-0.6007000840303887,-0.5935295522318411,-0.6339598006653514,50.62,1.0085944990150786,0,2015,1,28
AAPL,2015-01-28,0.43478577147850245,0.4247268557699917,0.4165521355533979,115.31,12.53775976877117,2,2015,1,28
AAP,2015-01-28,1.1034156063035157,1.104554988027467,1.114792725678181,159.3,-0.40924960938006577,1,2015,1,28
ABBV,2015-01-28,-0.4306079368696007,-0.43766381839805896,-0.4499061019492838,61.85,0.10392876263498635,3,2015,1,28
ABC,2015-01-28,0.13412993389147573,0.14147830589661434,0.09255945256330528,96.37,-0.028371100491109604,4,2015,1,28
ABT,2015-01-28,-0.742044262656959,-0.7436734124576898,-0.7461856950975805,43.41,0.16903911865722696,5,2015,1,28
ACN,2015-01-28,-0.05544694749805966,-0.06526784546185525,-0.08406099756545854,84.36,-0.20263029573749164,6,2015,1,28
ADBE,2015-01-28,-0.3012420784656209,-0.3067878143271011,-0.31449170377187863,70.25,-0.30846806592832715,7,2015,1,28
ADI,2015-01-28,-0.583451302909858,-0.5837138519265193,-0.5930769334351801,52.925,-0.3613216044936925,8,2015,1,28
ADM,2015-01-28,-0.6724102944296317,-0.6741257774441374,-0.6804984005162973,47.49,-0.21966484879107262,9,2015,1,28
ADP,2015-01-28,-0.07253601768228918,-0.07822899562347196,-0.0819602968777423,84.53,-0.32130297968174026,10,2015,1,28
ADSK,2015-01-28,-0.5440027016434592,-0.5461897415805707,-0.5662526015766487,54.59,-0.3177209920419046,12,2015,1,28
ADS,2015-01-28,3.309981902241024,3.2629026155503285,3.2374699744352164,290.1,-0.48460150834477567,11,2015,1,28
AEE,2015-01-28,-0.706269012925488,-0.7036835223248973,-0.7117665222911517,45.6,-0.3869493821543226,13,2015,1,28
AEP,2015-01-28,-0.417192218220299,-0.4088963875515442,-0.42477848987698485,63.38,-0.1868934971532689,14,2015,1,28
AES,2015-01-28,-1.2403423839167322,-1.2396745003497984,-1.2480107709208885,12.32,-0.016850778963264593,15,2015,1,28
AET,2015-01-28,0.06513480940935339,0.05470182493652259,0.048945674439102825,92.69,-0.32505441394756057,16,2015,1,28
AFL,2015-01-28,-0.5045541003770605,-0.5102146467417422,-0.5201987788074833,57.36,-0.29885468710773916,17,2015,1,28
AGN,2015-01-28,3.0651450368912703,3.0229632747535726,2.9606622607384443,273.88,-0.3150617847132938,18,2015,1,28
AIG,2015-01-28,-0.6318437166091244,-0.6387197087099652,-0.6520581450518304,49.21,0.5127264094476256,19,2015,1,28
AAL,2015-01-29,-0.6285696424149496,-0.613745785227826,-0.6295968069293252,52.24,0.9688664814028961,0,2015,1,29
AAPL,2015-01-29,0.41394349429119454,0.4416395761028328,0.4205919445682369,118.9,7.01064326145645,2,2015,1,29
AAP,2015-01-29,1.1066098250295398,1.102184045924732,1.0996030437823863,160.26,-0.46167846231658294,1,2015,1,29
ABBV,2015-01-29,-0.4516897804613603,-0.4405089489213407,-0.45152202555521936,63.12,0.2442821512828447,3,2015,1,29
ABC,2015-01-29,0.10330572318534244,0.09295302419397648,0.0865805352213434,96.34,-0.21525086218169376,4,2015,1,29
ABT,2015-01-29,-0.7444399267014771,-0.724547812828963,-0.7406107586571025,45.26,0.38406563979062724,5,2015,1,29
ACN,2015-01-29,-0.08706971288569919,-0.08771276403441085,-0.09036309962860747,85.64,-0.19180459846979533,6,2015,1,29
ADBE,2015-01-29,-0.3253584298471036,-0.30710393994079926,-0.31917788222909177,71.64,-0.2855735282704368,7,2015,1,29
ADI,2015-01-29,-0.5975058653043644,-0.594936311212797,-0.5995406278589226,53.23,-0.3719481886125582,8,2015,1,29
ADM,2015-01-29,-0.68406919277962,-0.6829772946276805,-0.6890611797041503,47.92,-0.18393281380871054,9,2015,1,29
ADP,2015-01-29,-0.09505525970075965,-0.10162229103712149,-0.09747316349472418,84.35,-0.2471862058603805,10,2015,1,29
ADSK,2015-01-29,-0.5721118264324722,-0.5655366291388862,-0.5728778883609849,55.36,-0.41241065311465547,12,2015,1,29
ADS,2015-01-29,3.183171418817864,3.1878227822970615,3.1771960239338175,292.93,-0.4824546498836928,11,2015,1,29
AEE,2015-01-29,-0.714573981613151,-0.7055802760070851,-0.7112009490290742,46.51,-0.41120421451892203,13,2015,1,29
AEP,2015-01-29,-0.4318856243600103,-0.4309350847104978,-0.4327773117263662,63.72,-0.24373277315287714,14,2015,1,29
AES,2015-01-29,-1.247689086986588,-1.2450486357826636,-1.2491419174450433,12.44,-0.026406161068018737,15,2015,1,29
AET,2015-01-29,0.040699036155268334,0.0400019838995673,0.03907238120683609,93.61,-0.39162315128808184,16,2015,1,29
AFL,2015-01-29,-0.5267539205229287,-0.5283918695293752,-0.5265008808706323,57.65,-0.37354563732472007,17,2015,1,29
AGN,2015-01-29,2.9501531627544,2.9063129232990232,2.9032969727277296,273.25,-0.30143710001384794,18,2015,1,29
AIG,2015-01-29,-0.6553212242454023,-0.6567388686907493,-0.6601377630815085,49.26,0.5930311032204292,19,2015,1,29
AAL,2015-01-30,-0.6129978261255817,-0.6183296066264464,-0.6609457248844762,49.08,1.1340590349178954,0,2015,1,30
AAPL,2015-01-30,0.4471633690418463,0.4544426634576004,0.44143735908480636,117.16,6.949085582905829,2,2015,1,30
AAP,2015-01-30,1.1045335828576242,1.102184045924732,1.096694381291702,159.0,-0.4376982011934582,1,2015,1,30
ABBV,2015-01-30,-0.4521689132702639,-0.45157334540076954,-0.47527610256247316,60.35,1.0547155186675676,3,2015,1,30
ABC,2015-01-30,0.09228566858055903,0.08299506736249063,0.08803486646668551,95.05,-0.30261200122493437,4,2015,1,30
ABT,2015-01-30,-0.7187264659569824,-0.7210704310782853,-0.7244515225977463,44.76,0.3447522407890299,5,2015,1,30
ACN,2015-01-30,-0.0843546269685786,-0.09182239701248449,-0.09165583851335594,84.03,-0.1698030855116267,6,2015,1,30
