close
240.71
59.69
65.58
12.23
48.16
47.43
89.92
12.41
65.78
65.79
201.55
240.65
62.02
62.53
76.06
101.69
106.79
47.51
59.84
62.43
13.62
88.29
56.41
99.62
233.55
79.8
218.89
60.0
113.55
11.26
70.83
84.6542
56.4
72.97
89.59
50.83
118.32
63.08
142.42
72.21
79.61
13.16
53.36
70.08
38.87
89.01
68.88
44.8
102.89
134.94
150.55
42.78
188.21
55.35
54.59
62.82
37.0
43.66
46.11
94.9
36.23
216.89
62.83
228.16
91.11
39.0
54.4
63.34
64.95
47.67
77.08
81.8
54.17
124.97
40.325
81.24
280.16
54.06
74.13
47.13
77.26
46.62
38.39
62.83
42.2
33.4
41.83
80.75
47.31
105.97
53.16
66.24
55.58
194.88
44.39
86.12
214.53
57.415
93.13
134.37
80.35
43.41
41.12
98.83
67.37
43.06
64.61
39.93
63.39
60.93
63.5
225.51
60.93
57.88
72.68
54.29
80.98
14.36
63.46
114.96
87.52
50.31
92.09
50.34
321.25
45.5
31.51
45.1
42.04
59.71
97.92
115.51
55.2
103.5
117.91
40.41
38.23
336.64
43.52
157.13
105.97
50.27
59.07
13.85
14.05
80.015
45.96
75.39
51.87
171.88
308.01
62.3
71.6
78.05
49.12
87.35
51.18
11.27
66.57
103.12
61.15
88.44
80.64
96.37
48.5
114.08
151.1
43.74
243.21
117.47
63.19
51.71
41.69
64.77
47.69
51.81
11.07
11.36
49.05
65.46
48.35
56.26
59.44
47.34
56.71
12.05
118.11
78.75
141.38
119.93
110.49
71.95
11.2
39.65
49.39
115.79
305.7
44.29
12.6
64.2
54.09
147.87
64.31
72.7
298.66
237.93
56.21
55.1
60.96
60.07
93.4
135.57
46.28
252.2
51.46
95.61
87.11
42.06
58.02
37.26
97.17
63.11
82.51
13.65
53.75
119.99
42.1
11.77
56.14
52.44
57.46
133.74
39.14
153.99
68.24
43.86
61.99
40.28
86.64
42.29
57.21
59.31
72.4
11.34
15.45
85.31
58.05
44.52
61.44
79.86
28.58
11.65
76.68
58.46
153.68
64.45
114.18
40.12
62.92
65.68
84.75
50.21
78.69
54.81
104.42
52.72
56.97
63.13
75.27
209.8
111.77
53.54
70.73
43.41
53.29
92.95
133.29
37.56
161.22
103.11
47.95
59.14
62.29
77.8556
82.16
231.25
62.35
67.69
83.85
296.45
37.75
175.24
80.6
51.43
14.18
173.31
63.31
39.54
124.52
43.93
53.68
124.6
55.64
156.55
163.75
64.14
62.43
83.83
62.12
62.45
244.43
31.51
64.61
59.28
163.53
214.78
52.91
102.24
52.59
60.93
309.15
51.27
173.75
47.41
48.79
142.27
75.15
60.55
101.35
62.59
69.02
218.18
263.83
74.81
42.98
245.91
278.58
81.69
58.51
190.35
128.85
72.86
36.04
69.99
67.29
45.13
65.42
83.24
91.51
100.24
57.38
54.62
88.9
85.51
33.8
10.46
116.26
67.39
214.34
58.91
14.53
59.15
63.39
98.68
48.61
63.7
45.08
47.52
61.62
56.32
64.09
42.24
114.3
51.02
55.86
64.76
44.15
85.85
214.82
51.025
63.06
35.85
69.64
113.03
84.75
13.19
81.74
42.51
157.24
80.82
44.24
11.92
148.71
65.61
82.1
52.8
74.43
39.27
240.85
59.43
61.99
47.0
11.22
43.27
36.55
157.86
78.8
295.24
64.68
38.27
57.17
64.04
52.54
76.93
79.74
40.55
56.87
127.3
36.62
54.59
62.47
36.98
67.37
14.25
55.915
86.73
44.03
106.26
87.15
258.34
251.7
88.53
61.76
222.41
120.53
33.48
298.37
44.94
80.75
47.88
126.74
93.26
45.46
39.63
77.98
37.22
228.83
76.54
54.67
51.76
63.74
201.47
62.67
273.06
81.21
11.22
57.81
62.74
41.46
38.17
44.66
61.5
63.66
57.34
212.84
37.9
47.38
104.08
85.4
9.73
156.68
14.01
53.1
68.16
71.64
47.85
208.93
59.24
51.01
103.22
39.24
9.44
107.92
120.3
47.9
113.37
146.69
307.67
57.4
77.2
72.28
14.43
11.89
63.14
33.96
69.64
214.52
160.27
100.57
65.78
50.32
103.48
52.8
60.57
42.49
108.7
95.29
215.6
10.74
12.46
63.51
111.17
49.42
240.69
91.02
164.28
28.87
54.79
58.8
127.92
86.69
68.64
79.05
94.42
114.48
54.18
133.83
11.92
104.98
44.92
199.34
59.93
64.37
171.82
59.68
13.94
13.46
115.35
95.32
99.73
41.34
227.55
47.8
60.11
75.0
140.92
113.67
124.39
60.4
71.72
84.62
50.62
116.28
40.79
280.65
95.97
113.16
68.84
11.19
245.73
54.95
111.63
14.25
77.49
100.75
70.62
60.08
80.53
93.52
69.47
55.28
30.49
41.3
40.7
97.31
119.83
89.71
202.72
10.62
153.77
133.49
247.35
61.38
42.45
37.41
275.77
37.51
10.98
230.47
141.89
86.6156
11.41
112.02
322.49
44.72
60.87
88.88
48.18
56.59
222.8
298.24
59.86
106.1
8.97
46.51
102.78
87.95
66.94
12.22
35.98
43.9
63.75
68.79
49.71
54.39
85.17
57.7
88.93
255.56
40.6
186.69
220.4
62.57
41.53
49.64
62.65
46.1
63.22
149.05
63.4
64.06
101.09
68.56
67.89
243.31
143.69
67.96
117.57
60.01
68.3
110.81
106.83
81.32
104.98
60.06
62.39
98.7
119.01
43.86
115.15
62.25
62.25
64.3
44.04
53.48
53.81
39.02
62.64
61.15
280.12
246.32
62.88
109.99
37.41
50.82
187.03
54.57
202.91
59.96
76.02
135.07
109.29
66.74
69.64
96.1
256.22
102.93
39.63
42.56
53.67
52.85
115.44
41.9
72.67
123.38
298.27
121.04
14.24
50.21
41.24
156.99
11.64
15.19
60.96
68.93
61.81
95.79
32.94
12.97
36.03
100.1
218.68
236.65
77.69
69.76
44.37
245.5
80.73
129.96
53.13
61.79
68.59
55.43
87.16
68.6
40.95
116.02
44.31
72.22
75.5
39.6
101.41
63.45
39.6
113.36
78.41
11.75
100.55
43.89
38.48
97.2
50.01
127.6
72.45
115.48
60.3
71.59
58.98
41.77
41.29
52.2
42.98
36.65
12.9
46.3
62.43
33.18
47.15
12.98
167.21
50.69
56.89
68.01
43.9
144.98
88.39
38.2
10.93
111.06
80.39
168.02
38.64
14.35
55.6
217.26
9.6
53.0
43.02
43.26
13.12
46.9
210.98
40.49
279.4
96.04
72.28
111.25
64.24
62.21
83.62
72.795
78.57
51.85
146.33
67.25
61.25
115.31
72.65
12.41
50.38
58.8
63.98
254.73
51.99
83.99
85.81
34.44
176.84
223.7
9.73
37.5
44.31
77.42
259.3
65.97
125.79
95.72
71.48
59.16
77.09
164.64
71.77
66.1
63.52
91.76
73.04
48.67
79.06
63.18
118.37
71.3974
62.16
13.3
39.54
73.88
62.27
124.69
45.38
77.62
101.45
300.65
119.91
149.65
273.49
54.29
67.57
46.88
59.35
99.9
89.14
105.2
67.15
94.09
59.3
113.91
113.77
107.59
96.29
70.67
79.54
118.78
56.87
33.03
70.99
51.66
60.58
56.77
245.05
59.39
60.31
79.94
80.32
40.43
53.35
58.27
75.22
91.69
64.07
88.22
41.29
212.63
136.8
94.68
78.2
60.0
302.66
79.72
229.61
70.47
43.58
79.71
118.91
13.14
39.2
100.5
60.37
84.66
60.64
58.5
57.77
197.41
40.44
189.13
93.94
52.78
56.9
88.4
49.47
169.63
92.23
113.73
88.19
74.08
224.09
35.55
44.85
65.2
72.31
11.91
87.74
215.72
87.97
14.39
42.24
68.5
116.08
128.47
47.21
42.46
58.99
83.41
56.59
87.44
58.6
50.94
47.39
54.61
51.54
78.62
109.95
148.96
43.56
52.87
60.95
102.14
56.64
128.27
47.9
12.91
92.96
93.14
175.55
154.48
72.0
62.2
89.46
170.14
150.23
97.9
39.82
120.33
112.01
88.84
63.54
127.55
12.63
11.87
90.85
131.59
53.13
62.68
119.2
284.7
62.22
172.97
70.3
48.79
52.02
58.82
84.13
92.34
195.92
45.59
120.86
274.41
256.15
68.85
57.21
63.03
63.23
70.05
79.58
153.61
57.58
40.04
224.47
108.26
40.62
52.5
103.32
44.59
245.06
148.35
102.3
49.58
247.11
55.38
295.19
272.76
43.49
81.95
65.97
43.82
67.32
61.34
220.33
56.29
54.55
278.13
46.26
42.0
63.09
48.17
49.93
59.93
44.17
46.21
63.75
97.92
45.54
102.11
88.3
97.12
38.5
42.13
100.96
89.91
10.09
86.82
39.12
96.15
52.48
71.34
66.48
95.12
74.86
236.0
46.85
241.96
43.17
86.99
49.72
42.14
75.15
107.2
66.79
60.51
171.68
93.27
55.3
81.16
55.22
70.82
60.34
63.28
81.15
61.16
102.7
42.84
44.2
51.36
298.42
171.87
55.92
83.2
56.65
189.97
96.51
47.18
55.82
152.76
60.74
44.51
94.44
106.15
46.5
44.25
69.89
129.51
159.72
48.68
43.31
127.36
89.28
151.71
58.54
75.77
107.47
93.7
235.82
164.22
42.24
43.11
141.63
128.25
80.32
102.99
62.96
73.25
72.62
58.0
83.39
55.47
66.43
62.07
13.68
62.83
310.8
66.14
114.82
246.96
96.92
203.86
11.75
37.67
230.8
38.66
153.93
73.59
153.41
99.18
10.74
209.79
11.91
41.58
30.51
79.35
66.02
44.8
112.88
12.23
80.78
33.93
63.21
285.62
89.06
57.06
105.89
63.39
251.35
298.8
78.43
228.37
59.46
153.37
57.42
123.38
61.1
112.37
173.12
64.89
81.11
44.09
72.92
41.73
52.06
125.4
62.3
75.9742
120.76
11.59
84.83
56.38
175.01
286.35
11.39
224.16
109.56
51.21
76.33
172.67
60.25
217.16
79.02
59.95
60.18
56.33
11.25
71.93
144.18
57.87
86.38
107.49
56.04
41.01
59.78
171.51
43.24
124.85
137.76
116.37
56.12
80.48
109.38
68.65
43.99
12.82
84.995
120.66
68.84
13.58
77.93
59.0
76.15
51.67
90.48
61.01
42.39
77.52
155.47
63.31
87.21
65.12
73.2
64.1
53.37
50.02
58.33
